timestamp,temperature,humidity,moisture,day
1524802410.9886806,0,0,76,1
1524802414.6086416,0,0,76,1
1524802418.237959,0,0,77,1
1524802421.8579845,0,0,77,1
1524802425.487969,0,0,76,1
1524802429.1081302,0,0,76,1
1524802432.7382004,0,0,77,1
1524802436.3581226,0,0,77,1
1524802439.9883914,0,0,76,1
1524802443.6084304,0,0,77,1
1524802447.2383947,0,0,77,1
1524802450.8585882,0,0,78,1
1524802454.4886234,0,0,79,1
1524802458.1088722,0,0,80,1
1524802461.7388437,0,0,80,1
1524802465.3588398,0,0,80,1
1524802468.9880702,0,0,80,1
1524802472.6081119,0,0,80,1
1524802476.2380817,0,0,81,1
1524802479.8583317,0,0,81,1
1524802483.4883232,0,0,81,1
1524802487.1083684,0,0,81,1
1524802490.738531,0,0,82,1
1524802494.358568,0,0,82,1
1524802497.9888115,0,0,82,1
1524802501.6089134,0,0,82,1
1524802505.2387655,0,0,83,1
1524802508.8580594,0,0,83,1
1524802512.4881022,0,0,83,1
1524802516.108072,0,0,83,1
1524802519.7383115,0,0,83,1
1524802523.3583705,0,0,83,1
1524802526.988298,0,0,84,1
1524802530.608559,0,0,84,1
1524802534.2385623,0,0,84,1
1524802537.8585973,0,0,84,1
1524802541.4888182,0,0,84,1
1524802545.1088028,0,0,84,1
1524802548.7381005,0,0,84,1
1524802552.3582006,0,0,84,1
1524802555.9881158,0,0,85,1
1524802559.6082988,0,0,85,1
1524802563.2282767,0,0,85,1
1524802566.85831,0,0,84,1
1524802570.4785135,0,0,85,1
1524802574.1085095,0,0,85,1
1524802577.7285657,0,0,85,1
1524802581.3587768,0,0,85,1
1524802584.9787214,0,0,85,1
1524802588.609018,0,0,85,1
1524802592.2290254,0,0,85,1
1524802595.8590407,0,0,85,1
1524802599.4782846,0,0,85,1
1524802603.108233,0,0,85,1
1524802606.7282948,0,0,85,1
1524802610.3584876,0,0,85,1
1524802613.9785101,0,0,85,1
1524802617.6084921,0,0,85,1
1524802621.2287235,0,0,85,1
1524802624.8587165,0,0,85,1
1524802628.479024,0,0,85,1
1524802632.1090963,0,0,85,1
1524802635.728994,0,0,86,1
1524802639.3582244,0,0,85,1
1524802642.9783006,0,0,85,1
1524802646.6082554,0,0,85,1
1524802650.22845,0,0,85,1
1524802653.858463,0,0,85,1
1524802657.4785292,0,0,85,1
1524802661.1087143,0,0,85,1
1524802664.7287498,0,0,85,1
1524802668.3589358,0,0,85,1
1524802671.9790363,0,0,85,1
1524802675.6089537,0,0,85,1
1524802679.2292466,0,0,86,1
1524802682.8583457,0,0,86,1
1524802686.4782958,0,0,85,1
1524802690.1084044,0,0,86,1
1524802693.729407,0,0,85,1
1524802697.3584669,0,0,85,1
1524802700.978684,0,0,86,1
1524802704.6086845,0,0,85,1
1524802708.2289655,0,0,85,1
1524802711.8590302,0,0,86,1
1524802715.4789746,0,0,85,1
1524802719.109212,0,0,85,1
1524802722.7291813,0,0,86,1
1524802726.3591921,0,0,86,1
1524802729.978417,0,0,86,1
1524802733.6084688,0,0,85,1
1524802737.228434,0,0,85,1
1524802740.8587034,0,0,85,1
1524802744.4786782,0,0,86,1
1524802748.108944,0,0,86,1
1524802751.7289457,0,0,86,1
1524802755.358905,0,0,85,1
1524802758.9791718,0,0,85,1
1524802762.6092978,0,0,86,1
1524802766.2291946,0,0,86,1
1524802769.8584332,0,0,85,1
1524802773.4784024,0,0,85,1
1524802777.1084368,0,0,85,1
1524802780.7286713,0,0,85,1
1524802784.3586864,0,0,85,1
1524802787.988873,0,0,85,1
1524802791.608902,0,0,85,1
1524802795.2388892,0,0,85,1
1524802798.8591926,0,0,85,1
1524802802.489108,0,0,85,1
1524802806.1091928,0,0,85,1
1524802809.738466,0,0,85,1
1524802813.3584533,0,0,85,1
1524802816.97846,0,0,85,1
1524802820.6086102,0,0,85,1
1524802824.2386222,0,0,85,1
1524802827.8586369,0,0,85,1
1524802831.478894,0,0,85,1
1524802835.1089144,0,0,85,1
1524802838.739121,0,0,85,1
1524802842.3591223,0,0,85,1
1524802845.9791656,0,0,85,1
1524802849.6094177,0,0,85,1
1524802853.2293818,0,0,85,1
1524802856.8594835,0,0,85,1
1524802860.4886088,0,0,85,1
1524802864.1086128,0,0,85,1
1524802867.7295895,0,0,85,1
1524802871.358896,0,0,85,1
1524802874.988834,0,0,85,1
1524802878.609171,0,0,85,1
1524802882.229132,0,0,85,1
1524802885.859102,0,0,85,1
1524802889.4794185,0,0,85,1
1524802893.1093957,0,0,85,1
1524802896.7293148,0,0,85,1
1524802900.3586369,0,0,85,1
1524802903.9786034,0,0,85,1
1524802907.608619,0,0,85,1
1524802911.2288933,0,0,85,1
1524802914.8588436,0,0,85,1
1524802918.4791107,0,0,85,1
1524802922.1091235,0,0,85,1
1524802925.7290857,0,0,85,1
1524802929.3593416,0,0,85,1
1524802932.9793663,0,0,85,1
1524802936.6093323,0,0,85,1
1524802940.2286923,0,0,85,1
1524802943.8586857,0,0,85,1
1524802947.478703,0,0,85,1
1524802951.108895,0,0,85,1
1524802954.728825,0,0,85,1
1524802958.3590744,0,0,85,1
1524802961.9790897,0,0,85,1
1524802965.609151,0,0,85,1
1524802969.2293217,0,0,85,1
1524802972.8593497,0,0,85,1
1524802976.4793887,0,0,85,1
1524802980.1096487,0,0,85,1
1524802983.7295878,0,0,85,1
1524802987.349524,0,0,85,1
1524802990.978834,0,0,85,1
1524802994.598853,0,0,85,1
1524802998.2290752,0,0,85,1
1524803001.8490505,0,0,85,1
1524803005.479026,0,0,85,1
1524803009.0993495,0,0,85,1
1524803012.7293148,0,0,85,1
1524803016.3493874,0,0,84,1
1524803019.979564,0,0,84,1
1524803023.5995345,0,0,85,1
1524803027.229509,0,0,85,1
1524803030.8488417,0,0,85,1
1524803034.4787717,0,0,85,1
1524803038.0990818,0,0,85,1
1524803041.7290492,0,0,85,1
1524803045.3490698,0,0,85,1
1524803048.9793139,0,0,85,1
1524803052.5992832,0,0,85,1
1524803056.2192986,0,0,85,1
1524803059.8495343,0,0,85,1
1524803063.4695618,0,0,85,1
1524803067.0995655,0,0,85,1
1524803070.718841,0,0,85,1
1524803074.3488688,0,0,85,1
1524803077.9688976,0,0,85,1
1524803081.59909,0,0,85,1
1524803085.2190564,0,0,85,1
1524803088.8492663,0,0,85,1
1524803092.4692986,0,0,85,1
1524803096.0992486,0,0,85,1
1524803099.719485,0,0,85,1
1524803103.3495014,0,0,85,1
1524803106.9695175,0,0,85,1
1524803110.5998206,0,0,85,1
1524803114.2197602,0,0,85,1
1524803117.849852,0,0,85,1
1524803121.469009,0,0,85,1
1524803125.0990705,0,0,85,1
1524803128.7192855,0,0,85,1
1524803132.3392599,0,0,85,1
1524803135.9692502,0,0,85,1
1524803139.5895789,0,0,85,1
1524803143.2194998,0,0,85,1
1524803146.8395817,0,0,85,1
1524803150.469771,0,0,85,1
1524803154.0899065,0,0,85,1
1524803157.7197247,0,0,85,1
1524803161.3391304,0,0,85,1
1524803164.9689987,0,0,85,1
1524803168.5892186,0,0,85,1
1524803172.2092571,0,0,85,1
1524803175.8392594,0,0,85,1
1524803179.4695055,0,0,85,1
1524803183.0895185,0,0,85,1
1524803186.7095037,0,0,85,1
1524803190.3397274,0,0,85,1
1524803193.9598022,0,0,85,1
1524803197.5897794,0,0,85,1
1524803201.2090323,0,0,85,1
1524803204.8390749,0,0,85,1
1524803208.4592204,0,0,85,1
1524803212.0893607,0,0,85,1
1524803215.7092824,0,0,85,1
1524803219.339477,0,0,85,1
1524803222.9594917,0,0,85,1
1524803226.589486,0,0,85,1
1524803230.20972,0,0,85,1
1524803233.8297365,0,0,85,1
1524803237.459799,0,0,85,1
1524803241.0799942,0,0,84,1
1524803244.7099593,0,0,85,1
1524803248.3292727,0,0,85,1
1524803251.959281,0,0,85,1
1524803255.5792575,0,0,84,1
1524803259.2094402,0,0,85,1
1524803262.8294625,0,0,85,1
1524803266.4594705,0,0,84,1
1524803270.0797048,0,0,85,1
1524803273.7097387,0,0,84,1
1524803277.3297284,0,0,85,1
1524803280.9599495,0,0,85,1
1524803284.5799606,0,0,85,1
1524803288.209274,0,0,85,1
1524803291.8291988,0,0,85,1
1524803295.4492338,0,0,85,1
1524803299.0795107,0,0,85,1
1524803302.6993995,0,0,85,1
1524803306.3294477,0,0,84,1
1524803309.9496994,0,0,84,1
1524803313.5797217,0,0,85,1
1524803317.1996791,0,0,85,1
1524803320.8299649,0,0,85,1
1524803324.4499788,0,0,84,1
1524803328.0792558,0,0,84,1
1524803331.6992786,0,0,85,1
1524803335.329273,0,0,85,1
1524803338.949428,0,0,85,1
1524803342.569486,0,0,85,1
1524803346.1995351,0,0,85,1
1524803349.829724,0,0,85,1
1524803353.4498074,0,0,85,1
1524803357.0696986,0,0,85,1
1524803360.6999664,0,0,85,1
1524803364.3199158,0,0,85,1
1524803367.9499214,0,0,85,1
1524803371.5801687,0,0,85,1
1524803375.200171,0,0,85,1
1524803378.8194716,0,0,85,1
1524803382.449453,0,0,85,1
1524803386.0694377,0,0,85,1
1524803389.6996567,0,0,85,1
1524803393.319683,0,0,85,1
1524803396.949668,0,0,85,1
1524803400.569982,0,0,85,1
1524803404.199998,0,0,85,1
1524803407.8200014,0,0,85,1
1524803411.4501772,0,0,85,1
1524803415.0701861,0,0,85,1
1524803418.6994166,0,0,85,1
1524803422.3195028,0,0,85,1
1524803425.9494212,0,0,85,1
1524803429.569709,0,0,85,1
1524803433.1997027,0,0,85,1
1524803436.8197386,0,0,85,1
1524803440.4498873,0,0,85,1
1524803444.0699499,0,0,85,1
1524803447.6998963,0,0,85,1
1524803451.3201368,0,0,85,1
1524803454.9501896,0,0,85,1
1524803458.56949,0,0,85,1
1524803462.1994836,0,0,85,1
1524803465.81947,0,0,85,1
1524803469.4396687,0,0,85,1
1524803473.069715,0,0,85,1
1524803476.68968,0,0,86,1
1524803480.3199334,0,0,85,1
1524803483.9399896,0,0,86,1
1524803487.5698998,0,0,86,1
1524803491.1902041,0,0,86,1
1524803494.8201811,0,0,86,1
1524803498.440377,0,0,86,1
1524803502.0703955,0,0,86,1
1524803505.6903837,0,0,85,1
1524803509.3196518,0,0,85,1
1524803512.939654,0,0,85,1
1524803516.569682,0,0,85,1
1524803520.189877,0,0,85,1
1524803523.820014,0,0,86,1
1524803527.4398806,0,0,85,1
1524803531.0701256,0,0,85,1
1524803534.690173,0,0,85,1
1524803538.3203816,0,0,85,1
1524803541.9404402,0,0,85,1
1524803545.5703993,0,0,85,1
1524803549.1896663,0,0,85,1
1524803552.8096442,0,0,85,1
1524803556.4396434,0,0,85,1
1524803560.0599794,0,0,85,1
1524803563.6898901,0,0,85,1
1524803567.3099205,0,0,85,1
1524803570.9401267,0,0,85,1
1524803574.5601628,0,0,84,1
1524803578.1903858,0,0,85,1
1524803581.810363,0,0,85,1
1524803585.4403875,0,0,85,1
1524803589.0596714,0,0,84,1
1524803592.6896715,0,0,84,1
1524803596.3097029,0,0,84,1
1524803599.9398685,0,0,84,1
1524803603.5598779,0,0,84,1
1524803607.1898453,0,0,84,1
1524803610.8101487,0,0,84,1
1524803614.4401846,0,0,84,1
1524803618.0603728,0,0,84,1
1524803621.690355,0,0,84,1
1524803625.310347,0,0,84,1
1524803628.9406502,0,0,84,1
1524803632.5606365,0,0,84,1
1524803636.1905985,0,0,84,1
1524803639.8099217,0,0,84,1
1524803643.439826,0,0,84,1
1524803647.059821,0,0,84,1
1524803650.690088,0,0,84,1
1524803654.310134,0,0,84,1
1524803657.9400961,0,0,84,1
1524803661.5603247,0,0,84,1
1524803665.1903954,0,0,84,1
1524803668.810641,0,0,84,1
1524803672.4405787,0,0,84,1
1524803676.0605824,0,0,84,1
1524803679.689824,0,0,84,1
1524803683.309856,0,0,84,1
1524803686.9399133,0,0,84,1
1524803690.5601115,0,0,84,1
1524803694.1901474,0,0,84,1
1524803697.81012,0,0,84,1
1524803701.4403226,0,0,84,1
1524803705.0603962,0,0,84,1
1524803708.6905854,0,0,84,1
1524803712.3106196,0,0,84,1
1524803715.9406924,0,0,84,1
1524803719.5599568,0,0,84,1
1524803723.189965,0,0,84,1
1524803726.8100147,0,0,84,1
1524803730.440113,0,0,83,1
1524803734.060121,0,0,84,1
1524803737.6900635,0,0,83,1
1524803741.3104134,0,0,84,1
1524803744.9404044,0,0,83,1
1524803748.5606017,0,0,84,1
1524803752.1906137,0,0,84,1
1524803755.8106081,0,0,84,1
1524803759.440851,0,0,84,1
1524803763.0608287,0,0,84,1
1524803766.6907759,0,0,84,1
1524803770.310118,0,0,84,1
1524803773.9400783,0,0,84,1
1524803777.560083,0,0,84,1
1524803781.190342,0,0,84,1
1524803784.8102841,0,0,84,1
1524803788.4405925,0,0,84,1
1524803792.0605679,0,0,84,1
1524803795.6905937,0,0,84,1
1524803799.3107889,0,0,84,1
1524803802.940851,0,0,84,1
1524803806.560834,0,0,84,1
1524803810.1901348,0,0,83,1
1524803813.81005,0,0,84,1
1524803817.440075,0,0,84,1
1524803821.0603046,0,0,84,1
1524803824.690316,0,0,84,1
1524803828.3105583,0,0,84,1
1524803831.9305716,0,0,84,1
1524803835.5605767,0,0,84,1
1524803839.190861,0,0,84,1
1524803842.8108141,0,0,84,1
1524803846.4307992,0,0,84,1
1524803850.060113,0,0,84,1
1524803853.6801567,0,0,84,1
1524803857.3101475,0,0,84,1
1524803860.9303575,0,0,84,1
1524803864.5602825,0,0,84,1
1524803868.1805441,0,0,84,1
1524803871.8105326,0,0,84,1
1524803875.4305463,0,0,84,1
1524803879.0608604,0,0,84,1
1524803882.6808105,0,0,84,1
1524803886.3107896,0,0,84,1
1524803889.9310582,0,0,83,1
1524803893.5610096,0,0,84,1
1524803897.1810632,0,0,84,1
1524803900.810299,0,0,84,1
1524803904.430277,0,0,84,1
1524803908.06027,0,0,84,1
1524803911.6805243,0,0,84,1
1524803915.3106081,0,0,84,1
1524803918.930836,0,0,84,1
1524803922.5607455,0,0,84,1
1524803926.180777,0,0,84,1
1524803929.8110583,0,0,84,1
1524803933.4310727,0,0,84,1
1524803937.061008,0,0,84,1
1524803940.68032,0,0,83,1
1524803944.3102877,0,0,83,1
1524803947.9302802,0,0,83,1
1524803951.5605493,0,0,83,1
1524803955.180501,0,0,83,1
1524803958.81074,0,0,84,1
1524803962.4307463,0,0,83,1
1524803966.0607665,0,0,83,1
1524803969.681015,0,0,83,1
1524803973.3110194,0,0,84,1
1524803976.9310467,0,0,84,1
1524803980.5603015,0,0,84,1
1524803984.1803424,0,0,83,1
1524803987.8103812,0,0,83,1
1524803991.4305267,0,0,83,1
1524803995.0605145,0,0,84,1
1524803998.6807067,0,0,84,1
1524804002.3007712,0,0,83,1
1524804005.9307656,0,0,83,1
1524804009.5510657,0,0,84,1
1524804013.1809614,0,0,83,1
1524804016.8009934,0,0,83,1
1524804020.4313083,0,0,84,1
1524804024.0512328,0,0,84,1
1524804027.681208,0,0,83,1
1524804031.3004947,0,0,84,1
1524804034.9304636,0,0,83,1
1524804038.550736,0,0,83,1
1524804042.180745,0,0,84,1
1524804045.8007264,0,0,84,1
1524804049.4310236,0,0,84,1
1524804053.051035,0,0,84,1
1524804056.6810825,0,0,84,1
1524804060.3012865,0,0,84,1
1524804063.9312859,0,0,83,1
1524804067.5512552,0,0,84,1
1524804071.1805453,0,0,83,1
1524804074.8006246,0,0,84,1
1524804078.4307876,0,0,83,1
1524804082.0508122,0,0,84,1
1524804085.680841,0,0,83,1
1524804089.3010626,0,0,83,1
1524804092.9310937,0,0,84,1
1524804096.5511117,0,0,83,1
1524804100.1813445,0,0,83,1
1524804103.8014128,0,0,83,1
1524804107.4313676,0,0,83,1
1524804111.0507324,0,0,83,1
1524804114.6806948,0,0,83,1
1524804118.3009365,0,0,83,1
1524804121.9308667,0,0,83,1
1524804125.550897,0,0,83,1
1524804129.1812742,0,0,83,1
1524804132.801242,0,0,83,1
1524804136.4311547,0,0,83,1
1524804140.0514834,0,0,83,1
1524804143.6814682,0,0,83,1
1524804147.3014288,0,0,83,1
1524804150.9318237,0,0,83,1
1524804154.5517027,0,0,83,1
1524804158.1810045,0,0,83,1
1524804161.800949,0,0,83,1
1524804165.4310215,0,0,83,1
1524804169.0512643,0,0,83,1
1524804172.681232,0,0,83,1
1524804176.3012064,0,0,83,1
1524804179.9315367,0,0,83,1
1524804183.551849,0,0,83,1
1524804187.1815672,0,0,83,1
1524804190.801783,0,0,83,1
1524804194.431815,0,0,83,1
1524804198.0517797,0,0,82,1
1524804201.6809983,0,0,83,1
1524804205.301131,0,0,83,1
1524804208.9212582,0,0,82,1
1524804212.5512779,0,0,83,1
1524804216.1713986,0,0,83,1
1524804219.8016033,0,0,82,1
1524804223.4216213,0,0,83,1
1524804227.0515866,0,0,83,1
1524804230.671863,0,0,83,1
1524804234.3017948,0,0,83,1
1524804237.9218202,0,0,83,1
1524804241.541243,0,0,83,1
1524804245.1712,0,0,83,1
1524804248.7913303,0,0,83,1
1524804252.4214568,0,0,83,1
1524804256.0413694,0,0,82,1
1524804259.6716251,0,0,82,1
1524804263.2916837,0,0,82,1
1524804266.9216383,0,0,83,1
1524804270.5418856,0,0,83,1
1524804274.1619532,0,0,82,1
1524804277.7919257,0,0,82,1
1524804281.4121406,0,0,83,1
1524804285.042198,0,0,83,1
1524804288.6614072,0,0,82,1
1524804292.2924592,0,0,82,1
1524804295.9114277,0,0,82,1
1524804299.5416543,0,0,83,1
1524804303.1617782,0,0,83,1
1524804306.7816875,0,0,83,1
1524804310.4119632,0,0,83,1
1524804314.0319233,0,0,83,1
1524804317.661966,0,0,83,1
1524804321.2822976,0,0,83,1
1524804324.9122286,0,0,83,1
1524804328.5314631,0,0,82,1
1524804332.1615238,0,0,82,1
1524804335.7815495,0,0,82,1
1524804339.411709,0,0,83,1
1524804343.031767,0,0,83,1
1524804346.661749,0,0,82,1
1524804350.2820017,0,0,82,1
1524804353.9119792,0,0,82,1
1524804357.531988,0,0,82,1
1524804361.1522808,0,0,82,1
1524804364.7822568,0,0,82,1
1524804368.4016185,0,0,83,1
1524804372.0316978,0,0,82,1
1524804375.6516376,0,0,82,1
1524804379.2818093,0,0,83,1
1524804382.9018273,0,0,82,1
1524804386.5320208,0,0,82,1
1524804390.1520152,0,0,82,1
1524804393.7820444,0,0,82,1
1524804397.4020243,0,0,82,1
1524804401.0323575,0,0,82,1
1524804404.6522627,0,0,82,1
1524804408.2825437,0,0,82,1
1524804411.902661,0,0,82,1
1524804415.5225263,0,0,82,1
1524804419.1518168,0,0,82,1
1524804422.7718604,0,0,82,1
1524804426.401852,0,0,82,1
1524804430.0220902,0,0,82,1
1524804433.6521418,0,0,82,1
1524804437.2721548,0,0,82,1
1524804440.9024196,0,0,82,1
1524804444.5223334,0,0,82,1
1524804448.1525714,0,0,82,1
1524804451.7726262,0,0,82,1
1524804455.4026217,0,0,82,1
1524804459.0224867,0,0,82,1
1524804462.6518939,0,0,82,1
1524804466.2718766,0,0,82,1
1524804469.8921306,0,0,83,1
1524804473.5222013,0,0,82,1
1524804477.1421008,0,0,82,1
1524804480.7723475,0,0,82,1
1524804484.3923767,0,0,82,1
1524804488.0224462,0,0,82,1
1524804491.642635,0,0,82,1
1524804495.262649,0,0,82,1
1524804498.892004,0,0,82,1
1524804502.511994,0,0,82,1
1524804506.142913,0,0,82,1
1524804509.7621143,0,0,82,1
1524804513.392164,0,0,82,1
1524804517.0121524,0,0,82,1
1524804520.6423774,0,0,82,1
1524804524.262373,0,0,82,1
1524804527.8923955,0,0,82,1
1524804531.5126467,0,0,82,1
1524804535.142715,0,0,82,1
1524804538.762969,0,0,82,1
1524804542.3829215,0,0,82,1
1524804546.0129533,0,0,82,1
1524804549.6321995,0,0,82,1
1524804553.2622023,0,0,82,1
1524804556.8821864,0,0,82,1
1524804560.5124273,0,0,82,1
1524804564.132488,0,0,82,1
1524804567.7524064,0,0,82,1
1524804571.3826776,0,0,82,1
1524804575.0026743,0,0,82,1
1524804578.632976,0,0,82,1
1524804582.2529545,0,0,82,1
1524804585.8829584,0,0,82,1
1524804589.5022073,0,0,82,1
1524804593.1223419,0,0,82,1
1524804596.7522318,0,0,82,1
1524804600.3724608,0,0,82,1
1524804604.002476,0,0,82,1
1524804607.6225107,0,0,82,1
1524804611.2526991,0,0,82,1
1524804614.8727672,0,0,82,1
1524804618.5029585,0,0,82,1
1524804622.1229835,0,0,82,1
1524804625.7529562,0,0,82,1
1524804629.3732953,0,0,82,1
1524804633.003289,0,0,82,1
1524804636.6232202,0,0,82,1
1524804640.2524757,0,0,82,1
1524804643.872498,0,0,82,1
1524804647.50248,0,0,82,1
1524804651.1227314,0,0,82,1
1524804654.7427156,0,0,82,1
1524804658.3730488,0,0,82,1
1524804661.993,0,0,82,1
1524804665.6230595,0,0,82,1
1524804669.2432423,0,0,82,1
1524804672.8732522,0,0,82,1
1524804676.4932468,0,0,82,1
1524804680.1225126,0,0,82,1
1524804683.7426908,0,0,82,1
1524804687.372556,0,0,82,1
1524804690.992772,0,0,82,1
1524804694.6127794,0,0,82,1
1524804698.2430704,0,0,82,1
1524804701.8634732,0,0,82,1
1524804705.4930315,0,0,82,1
1524804709.1132739,0,0,82,1
1524804712.743269,0,0,82,1
1524804716.3632715,0,0,82,1
1524804719.9926033,0,0,82,1
1524804723.612686,0,0,82,1
1524804727.2426198,0,0,82,1
1524804730.8628373,0,0,82,1
1524804734.4828584,0,0,82,1
1524804738.112823,0,0,82,1
1524804741.7430596,0,0,82,1
1524804745.3630512,0,0,82,1
1524804748.9832547,0,0,82,1
1524804752.6133115,0,0,82,1
1524804756.2333007,0,0,82,1
1524804759.8628702,0,0,82,1
1524804763.4826694,0,0,82,1
1524804767.1135457,0,0,82,1
1524804770.7328205,0,0,82,1
1524804774.362851,0,0,82,1
1524804777.9828827,0,0,82,1
1524804781.6130877,0,0,82,1
1524804785.2332003,0,0,82,1
1524804788.8633707,0,0,82,1
1524804792.4834013,0,0,82,1
1524804796.113358,0,0,82,1
1524804799.7335591,0,0,82,1
1524804803.3636055,0,0,82,1
1524804806.9835896,0,0,82,1
1524804810.6129224,0,0,82,1
1524804814.232841,0,0,82,1
1524804817.8632684,0,0,82,1
1524804821.4830763,0,0,82,1
1524804825.1131775,0,0,82,1
1524804828.7333472,0,0,82,1
1524804832.363371,0,0,82,1
1524804835.9833505,0,0,82,1
1524804839.6135976,0,0,82,1
1524804843.233617,0,0,82,1
1524804846.8635855,0,0,82,1
1524804850.4828675,0,0,81,1
1524804854.1129057,0,0,81,1
1524804857.7329032,0,0,81,1
1524804861.3631425,0,0,81,1
1524804864.9831736,0,0,84,1
1524804868.6133702,0,0,81,1
1524804872.2333584,0,0,81,1
1524804875.8633175,0,0,81,1
1524804879.4835868,0,0,81,1
1524804883.1136672,0,0,81,1
1524804886.7337012,0,0,81,1
1524804890.3630476,0,0,81,1
1524804893.9839163,0,0,81,1
1524804897.6138778,0,0,81,1
1524804901.2331624,0,0,81,1
1524804904.8632016,0,0,81,1
1524804908.4833634,0,0,81,1
1524804912.1134086,0,0,81,1
1524804915.7334316,0,0,81,1
1524804919.3636713,0,0,81,1
1524804922.9836798,0,0,81,1
1524804926.6136186,0,0,81,1
1524804930.2339017,0,0,81,1
1524804933.8639545,0,0,81,1
1524804937.4839606,0,0,81,1
1524804941.1132054,0,0,81,1
1524804944.7332077,0,0,81,1
1524804948.3633866,0,0,81,1
1524804951.9833882,0,0,81,1
1524804955.613442,0,0,81,1
1524804959.233711,0,0,81,1
1524804962.8637073,0,0,81,1
1524804966.4836874,0,0,81,1
1524804970.1139886,0,0,81,1
1524804973.7339306,0,0,81,1
1524804977.3640602,0,0,81,1
1524804980.9832077,0,0,81,1
1524804984.6132586,0,0,81,1
1524804988.243464,0,0,81,1
1524804991.8633854,0,0,81,1
1524804995.4934337,0,0,81,1
1524804999.1136398,0,0,81,1
1524805002.7436953,0,0,81,1
1524805006.36369,0,0,81,1
1524805009.9939365,0,0,81,1
1524805013.6138926,0,0,81,1
1524805017.2339382,0,0,81,1
1524805020.864191,0,0,81,1
1524805024.484233,0,0,81,1
1524805028.1142137,0,0,80,1
1524805031.7334692,0,0,81,1
1524805035.3634374,0,0,81,1
1524805038.9936981,0,0,81,1
1524805042.6137085,0,0,81,1
1524805046.243685,0,0,81,1
1524805049.863957,0,0,81,1
1524805053.4839168,0,0,81,1
1524805057.1140409,0,0,81,1
1524805060.7341962,0,0,81,1
1524805064.3642023,0,0,81,1
1524805067.9841805,0,0,81,1
1524805071.6134589,0,0,81,1
1524805075.2344697,0,0,80,1
1524805078.8637118,0,0,81,1
1524805082.4837706,0,0,81,1
1524805086.1137028,0,0,81,1
1524805089.7339432,0,0,81,1
1524805093.3639393,0,0,81,1
1524805096.9839582,0,0,81,1
1524805100.6142147,0,0,81,1
1524805104.2342207,0,0,81,1
1524805107.8642325,0,0,80,1
1524805111.4844544,0,0,81,1
1524805115.1135283,0,0,81,1
1524805118.743791,0,0,81,1
1524805122.3636959,0,0,81,1
1524805125.9937,0,0,81,1
1524805129.6139498,0,0,81,1
1524805133.243954,0,0,81,1
1524805136.8639355,0,0,81,1
1524805140.4842124,0,0,81,1
1524805144.1142044,0,0,81,1
1524805147.7342324,0,0,81,1
1524805151.3644254,0,0,81,1
